segment_id,road_name,zone_type,segment_index,start_lat,start_lng,end_lat,end_lng,mid_lat,mid_lng,length_m,road_class,lane_count,speed_limit_kmh,avg_traffic_volume,pothole_density_per_km,surface_rating,lighting_quality,encroachment_level,drainage_quality,has_footpath,accident_count_12mo,fatal_accident_count_12mo,injury_count_12mo,avg_accident_severity,road_quality_index,accident_history_index,safety_score,safety_band
SEG-0230,Cantt - Askari Road,affluent_residential,0,31.485,74.37,31.487729,74.375459,31.486365,74.372729,600.0,local,3,45,1741,1.3,4.46,good,none,moderate,1,2,0,1,1.53,0.8919,0.8847,88.1,safe
SEG-0231,Cantt - Askari Road,affluent_residential,1,31.49,74.38,31.490459,74.380917,31.490229,74.380459,100.8,local,2,50,1015,2.01,4.12,good,moderate,poor,1,0,0,1,0.0,0.7323,0.9889,87.3,safe
SEG-0232,Cantt - Askari Road,affluent_residential,2,31.490459,74.380917,31.493188,74.386376,31.491823,74.383647,600.0,local,3,45,985,1.88,4.43,good,none,moderate,1,2,0,1,2.23,0.8791,0.8637,90.8,safe
SEG-0233,Faisal Town Main Boulevard,affluent_residential,0,31.4858,74.3084,31.481574,74.304466,31.483687,74.306433,600.0,local,2,50,1536,2.44,4.26,good,none,good,1,1,0,0,2.06,0.908,0.909,90.9,safe
SEG-0234,Faisal Town Main Boulevard,affluent_residential,1,31.48,74.303,31.477424,74.300424,31.478712,74.301712,376.5,local,3,45,1616,3.11,4.7,good,none,moderate,1,2,0,1,1.38,0.8729,0.8892,87.6,safe
SEG-0235,Circular Road,old_city_dense,0,31.582,74.314,31.586547,74.31741,31.584274,74.315705,600.0,local,2,25,2450,9.37,1.98,moderate,none,good,0,5,0,4,2.28,0.5306,0.7413,62.1,moderate
SEG-0236,Circular Road,old_city_dense,1,31.59,74.32,31.590768,74.321229,31.590384,74.320615,144.4,local,1,30,2873,10.46,2.57,moderate,moderate,poor,0,4,1,6,2.9,0.372,0.6547,54.2,moderate
SEG-0237,Circular Road,old_city_dense,2,31.590768,74.321229,31.59396,74.326336,31.592364,74.323783,600.0,local,1,25,3252,10.45,2.65,poor,severe,poor,0,3,1,7,2.78,0.2272,0.6763,35.8,risky
SEG-0238,McLeod Road,old_city_dense,0,31.565,74.322,31.568773,74.317472,31.566886,74.319736,600.0,local,2,15,1848,7.84,1.2,moderate,severe,poor,0,5,0,7,2.39,0.2605,0.7047,49.7,risky
SEG-0239,McLeod Road,old_city_dense,1,31.57,74.316,31.573009,74.313593,31.571504,74.314797,404.9,local,2,20,2501,6.15,1.54,moderate,severe,moderate,0,2,0,6,2.73,0.3634,0.7931,54.5,moderate
SEG-0240,Anarkali - Lakshmi Chowk,old_city_dense,0,31.56,74.31,31.564107,74.314107,31.562054,74.312054,600.0,local,1,15,1534,5.74,2.01,moderate,severe,moderate,0,4,1,4,2.27,0.4005,0.6958,51.7,moderate
SEG-0241,Badami Bagh,old_city_dense,0,31.602,74.327,31.596931,74.329172,31.599466,74.328086,600.0,local,1,25,2178,13.09,2.03,moderate,moderate,moderate,0,6,0,9,3.21,0.3389,0.6287,51.3,moderate
SEG-0242,Badami Bagh,old_city_dense,1,31.595,74.33,31.591838,74.331265,31.593419,74.330632,371.4,local,2,30,3543,10.3,1.93,moderate,none,poor,0,5,0,3,3.15,0.41,0.7263,59.9,moderate
SEG-0243,Shahdara Town Roads,old_city_dense,0,31.6193,74.2934,31.615311,74.297667,31.617306,74.295534,600.0,local,1,25,1768,11.92,1.36,poor,severe,poor,0,5,0,3,3.09,0.119,0.7281,46.0,risky
SEG-0244,Shahdara Town Roads,old_city_dense,1,31.615,74.298,31.611212,74.301788,31.613106,74.299894,553.2,local,2,15,1620,12.12,1.45,poor,severe,moderate,0,2,0,5,2.02,0.1709,0.8255,49.7,risky
SEG-0245,Mughalpura - Baghbanpura,old_city_dense,0,31.565,74.355,31.569107,74.350893,31.567054,74.352946,600.0,local,1,25,3060,13.18,1.83,moderate,severe,moderate,1,6,1,6,2.88,0.2797,0.5969,41.6,risky
SEG-0246,Mughalpura - Baghbanpura,old_city_dense,1,31.569107,74.350893,31.573215,74.346785,31.571161,74.348839,600.0,local,2,25,3155,12.41,2.29,poor,severe,moderate,0,7,1,8,2.51,0.2179,0.5566,39.1,risky
SEG-0247,Mughalpura - Baghbanpura,old_city_dense,2,31.575,74.345,31.577682,74.343293,31.576341,74.344147,339.2,local,1,20,2573,13.12,2.05,moderate,severe,moderate,0,5,1,9,2.79,0.2646,0.5955,43.1,risky
SEG-0248,Mughalpura - Baghbanpura,old_city_dense,3,31.577682,74.343293,31.582425,74.340275,31.580054,74.341784,600.0,local,1,25,1956,7.56,1.35,moderate,severe,good,0,4,1,5,2.77,0.3751,0.6697,52.9,moderate
SEG-0249,Multan Road Industrial Belt,industrial,0,31.46,74.25,31.455037,74.247518,31.457518,74.248759,600.0,collector,4,40,3144,6.77,1.0,poor,moderate,poor,0,1,1,8,3.44,0.2681,0.7037,56.4,moderate
SEG-0250,Multan Road Industrial Belt,industrial,1,31.455037,74.247518,31.450074,74.245037,31.452555,74.246278,600.0,collector,3,65,1870,7.61,2.03,poor,none,poor,0,7,2,8,4.09,0.3917,0.4342,35.2,risky
SEG-0251,Multan Road Industrial Belt,industrial,2,31.450074,74.245037,31.44511,74.242555,31.447592,74.243796,600.0,collector,3,65,2334,6.22,1.96,poor,severe,poor,0,4,2,10,3.83,0.2634,0.5073,43.9,risky
SEG-0252,Multan Road Industrial Belt,industrial,3,31.44511,74.242555,31.440147,74.240074,31.442629,74.241314,600.0,collector,3,40,1847,11.74,2.32,poor,moderate,moderate,0,6,2,10,3.78,0.3074,0.4505,31.6,risky
SEG-0253,Multan Road Industrial Belt,industrial,4,31.440147,74.240074,31.435184,74.237592,31.437665,74.238833,600.0,collector,4,55,2224,10.28,2.47,moderate,none,poor,0,5,2,8,3.18,0.4441,0.5199,52.1,moderate
SEG-0254,Multan Road Industrial Belt,industrial,5,31.435184,74.237592,31.430221,74.23511,31.432702,74.236351,600.0,collector,3,60,1436,10.72,1.0,good,moderate,poor,0,3,2,1,3.29,0.344,0.6527,42.3,risky
SEG-0255,Multan Road Industrial Belt,industrial,6,31.43,74.235,31.425041,74.233347,31.42752,74.234173,573.3,collector,3,40,2368,10.99,1.44,poor,moderate,moderate,0,8,2,0,3.54,0.2664,0.5105,43.8,risky
SEG-0256,Multan Road Industrial Belt,industrial,7,31.425041,74.233347,31.419851,74.231617,31.422446,74.232482,600.0,collector,4,45,2749,12.63,2.14,good,moderate,moderate,0,4,1,3,3.61,0.4294,0.6667,55.9,moderate
SEG-0257,Sundar Industrial Estate Road,industrial,0,31.415,74.23,31.409658,74.22911,31.412329,74.229555,600.0,collector,4,45,2630,12.85,1.89,moderate,moderate,poor,0,10,2,10,4.22,0.2847,0.3206,32.6,risky
SEG-0258,Sundar Industrial Estate Road,industrial,1,31.409658,74.22911,31.404316,74.228219,31.406987,74.228664,600.0,collector,2,45,3754,8.53,2.33,moderate,none,poor,0,9,1,8,4.29,0.4682,0.4449,46.3,risky
SEG-0259,Sundar Industrial Estate Road,industrial,2,31.404316,74.228219,31.398974,74.227329,31.401645,74.227774,600.0,collector,3,60,3983,7.69,2.18,moderate,none,moderate,0,7,2,4,4.54,0.5246,0.4652,51.9,moderate
SEG-0260,Sundar Industrial Estate Road,industrial,3,31.398974,74.227329,31.393631,74.226439,31.396302,74.226884,600.0,collector,2,45,3326,11.85,2.7,poor,moderate,moderate,0,6,3,9,4.09,0.3291,0.3773,31.4,risky
SEG-0261,Sundar Industrial Estate Road,industrial,4,31.393631,74.226439,31.388289,74.225548,31.39096,74.225993,600.0,collector,2,45,3205,13.5,1.49,poor,none,poor,0,7,3,11,3.67,0.2475,0.3385,28.9,dangerous
SEG-0262,Sundar Industrial Estate Road,industrial,5,31.385,74.225,31.382956,74.224591,31.383978,74.224796,230.6,collector,2,70,3310,9.23,1.42,moderate,moderate,moderate,0,7,2,8,3.4,0.3732,0.4549,36.3,risky
SEG-0263,Sundar Industrial Estate Road,industrial,6,31.382956,74.224591,31.377637,74.223527,31.380297,74.224059,600.0,collector,4,65,3054,10.44,1.91,moderate,moderate,poor,0,6,1,5,3.77,0.3311,0.5813,46.9,risky
SEG-0264,Sundar Industrial Estate Road,industrial,7,31.377637,74.223527,31.372318,74.222464,31.374978,74.222996,600.0,collector,2,60,2529,9.67,2.46,good,moderate,poor,0,3,3,5,4.45,0.4549,0.4984,48.1,risky
SEG-0265,Sundar Industrial Estate Road,industrial,8,31.372318,74.222464,31.366999,74.2214,31.369659,74.221932,600.0,collector,4,50,3341,13.93,2.6,moderate,moderate,poor,0,6,3,16,3.67,0.3088,0.3121,30.4,risky
SEG-0266,Sundar Industrial Estate Road,industrial,9,31.366999,74.2214,31.36168,74.220336,31.36434,74.220868,600.0,collector,4,60,3304,9.53,2.16,moderate,severe,moderate,0,7,2,14,4.58,0.3388,0.3529,34.4,risky
SEG-0267,Quaid-e-Azam Industrial Estate Road,industrial,0,31.44,74.24,31.43481,74.23827,31.437405,74.239135,600.0,collector,3,40,2142,7.67,2.08,poor,none,poor,0,3,2,1,3.74,0.3937,0.6392,52.7,moderate
SEG-0268,Quaid-e-Azam Industrial Estate Road,industrial,1,31.43481,74.23827,31.42962,74.23654,31.432215,74.237405,600.0,collector,3,55,2788,14.43,1.93,moderate,moderate,moderate,0,8,1,4,3.34,0.3076,0.547,42.3,risky
SEG-0269,Quaid-e-Azam Industrial Estate Road,industrial,2,31.425,74.235,31.424455,74.234727,31.424727,74.234864,65.9,collector,2,65,2988,6.69,1.76,poor,moderate,poor,0,4,3,9,3.75,0.3171,0.4458,32.0,risky
SEG-0270,Quaid-e-Azam Industrial Estate Road,industrial,3,31.424455,74.234727,31.419492,74.232246,31.421973,74.233487,600.0,collector,4,45,1616,11.92,1.06,poor,none,poor,0,5,2,3,3.44,0.2503,0.5676,38.4,risky
SEG-0271,Walton Road,industrial,0,31.505,74.365,31.50227,74.370459,31.503635,74.36773,600.0,collector,3,45,4072,8.23,2.09,moderate,moderate,poor,0,8,3,7,4.66,0.3838,0.3241,34.9,risky
SEG-0272,Walton Road,industrial,1,31.5,74.375,31.499541,74.375918,31.49977,74.375459,100.9,collector,2,50,3919,8.6,2.37,moderate,severe,poor,0,9,2,15,3.43,0.3194,0.3179,31.8,risky
SEG-0273,Walton Road,industrial,2,31.499541,74.375918,31.496811,74.381377,31.498176,74.378648,600.0,collector,2,65,3323,14.18,1.2,moderate,none,poor,0,6,2,10,4.21,0.2916,0.4376,35.8,risky
SEG-0274,Johar Town Main Boulevard,mixed_residential,0,31.4697,74.2728,31.473226,74.277589,31.471463,74.275195,600.0,collector,4,50,1585,5.11,3.8,good,moderate,moderate,1,2,1,4,2.02,0.7042,0.7616,73.6,moderate
SEG-0275,Johar Town Main Boulevard,mixed_residential,1,31.475,74.28,31.476721,74.282409,31.47586,74.281205,298.0,collector,2,35,1641,7.07,3.43,good,none,poor,0,3,1,1,2.5,0.6393,0.7514,75.6,safe
SEG-0276,Township Main Boulevard,mixed_residential,0,31.4441,74.2965,31.449459,74.295763,31.44678,74.296131,600.0,collector,2,45,1704,4.44,4.26,moderate,moderate,poor,1,2,0,4,2.58,0.6205,0.8198,68.4,moderate
SEG-0277,Township Main Boulevard,mixed_residential,1,31.449459,74.295763,31.454818,74.295025,31.452139,74.295394,600.0,collector,4,50,1364,3.63,4.2,good,none,poor,1,4,1,5,2.83,0.7819,0.6679,76.9,safe
SEG-0278,Township Main Boulevard,mixed_residential,2,31.455,74.295,31.46005,74.293485,31.457525,74.294242,579.7,collector,3,50,1641,5.32,3.34,poor,none,moderate,0,2,0,1,1.94,0.5665,0.8724,71.8,moderate
SEG-0279,Iqbal Town Main Road,mixed_residential,0,31.495,74.29,31.490894,74.285894,31.492947,74.287947,600.0,collector,3,50,1072,3.61,3.72,good,none,moderate,1,3,1,3,1.93,0.8023,0.7463,73.6,moderate
SEG-0280,Iqbal Town Main Road,mixed_residential,1,31.49,74.285,31.489131,74.289844,31.489565,74.287422,469.3,collector,2,35,1817,3.62,3.46,moderate,moderate,moderate,0,4,0,3,1.91,0.6059,0.7927,74.6,moderate
SEG-0281,Iqbal Town Main Road,mixed_residential,2,31.489131,74.289844,31.488019,74.296036,31.488575,74.29294,600.0,collector,2,45,1770,6.4,2.9,poor,none,moderate,0,2,0,1,2.67,0.5187,0.8505,62.8,moderate
SEG-0282,Iqbal Town Main Road,mixed_residential,3,31.488019,74.296036,31.486908,74.302228,31.487464,74.299132,600.0,collector,2,40,1653,2.71,3.34,good,moderate,good,1,2,1,4,2.56,0.7704,0.7454,74.4,moderate
SEG-0283,Samanabad Main Road,mixed_residential,0,31.53,74.295,31.525893,74.299107,31.527947,74.297053,600.0,collector,4,50,1165,3.11,3.58,moderate,none,good,0,4,0,4,1.93,0.7479,0.781,76.2,safe
SEG-0284,Samanabad Main Road,mixed_residential,1,31.525,74.3,31.521787,74.303213,31.523394,74.301606,469.5,collector,2,30,2019,5.63,3.59,good,none,good,1,4,1,2,2.55,0.8063,0.7096,78.7,safe
SEG-0285,Garden Town Main Boulevard,mixed_residential,0,31.5,74.315,31.495894,74.310894,31.497947,74.312947,600.0,collector,2,40,1520,5.05,3.37,moderate,moderate,good,0,3,0,5,2.22,0.6234,0.7903,65.3,moderate
SEG-0286,Garden Town Main Boulevard,mixed_residential,1,31.495,74.31,31.491788,74.306788,31.493394,74.308394,469.4,collector,2,35,1148,4.71,3.04,moderate,none,moderate,0,4,1,2,2.03,0.6342,0.7252,68.6,moderate
SEG-0287,Shadman Market Road,mixed_residential,0,31.538,74.328,31.533196,74.325117,31.535598,74.326559,600.0,collector,2,30,1381,4.41,3.25,moderate,moderate,moderate,1,2,0,2,1.48,0.6079,0.875,74.0,moderate
SEG-0288,Shadman Market Road,mixed_residential,1,31.533,74.325,31.531497,74.330811,31.532249,74.327905,575.5,collector,4,45,2016,5.82,3.42,moderate,none,moderate,1,2,0,1,1.68,0.6671,0.8802,79.9,safe
SEG-0289,Shadman Market Road,mixed_residential,2,31.531497,74.330811,31.52993,74.336869,31.530714,74.33384,600.0,collector,4,35,1637,3.09,2.78,moderate,moderate,moderate,1,2,0,0,1.88,0.6033,0.8853,76.5,safe
SEG-0290,Ichhra Main Road,mixed_residential,0,31.53,74.315,31.525893,74.310893,31.527947,74.312947,600.0,collector,4,45,2659,5.42,3.59,poor,none,moderate,1,4,0,4,2.85,0.6103,0.7534,69.9,moderate
SEG-0291,Ichhra Main Road,mixed_residential,1,31.525,74.31,31.524483,74.314915,31.524741,74.312458,469.4,collector,3,40,1241,5.6,3.0,good,moderate,moderate,1,2,1,5,2.23,0.645,0.7442,63.9,moderate
SEG-0292,Ichhra Main Road,mixed_residential,2,31.524483,74.314915,31.523821,74.321198,31.524152,74.318057,600.0,collector,2,50,1309,6.71,3.98,poor,none,moderate,0,3,0,1,2.66,0.5804,0.8216,66.6,moderate
SEG-0293,Ichhra Main Road,mixed_residential,3,31.523821,74.321198,31.52316,74.32748,31.523491,74.324339,600.0,collector,3,40,1348,2.93,3.73,moderate,none,poor,1,3,0,4,2.45,0.6907,0.7946,64.8,moderate
SEG-0294,Ichhra Main Road,mixed_residential,4,31.52316,74.32748,31.522499,74.333762,31.522829,74.330621,600.0,collector,4,45,1598,4.89,3.29,moderate,moderate,poor,1,3,1,5,2.8,0.5514,0.6979,54.5,moderate
SEG-0295,Ichhra Main Road,mixed_residential,5,31.522499,74.333762,31.521837,74.340045,31.522168,74.336904,600.0,collector,2,40,2503,6.2,4.05,moderate,moderate,poor,0,3,1,1,2.24,0.5444,0.7592,60.4,moderate
SEG-0296,Ichhra Main Road,mixed_residential,6,31.521837,74.340045,31.521176,74.346327,31.521507,74.343186,600.0,collector,3,35,1231,7.02,3.66,good,none,moderate,1,5,1,4,2.63,0.7346,0.6558,64.1,moderate
SEG-0297,Garhi Shahu Road,mixed_residential,0,31.561,74.346,31.556541,74.349567,31.558771,74.347783,600.0,collector,4,50,1780,6.97,4.0,good,moderate,poor,1,4,1,4,2.39,0.6318,0.6922,64.5,moderate
SEG-0298,Garhi Shahu Road,mixed_residential,1,31.556,74.35,31.552135,74.353221,31.554067,74.35161,527.1,collector,4,40,1896,5.52,4.22,poor,none,moderate,1,3,0,1,1.99,0.6478,0.8417,71.1,moderate
SEG-0299,Bedian Road,outskirts_link,0,31.49,74.445,31.484723,74.446319,31.487361,74.44566,600.0,highway,2,80,1563,12.64,2.32,good,none,moderate,1,2,1,7,3.82,0.5455,0.6743,59.9,moderate
SEG-0300,Bedian Road,outskirts_link,1,31.484723,74.446319,31.479445,74.447639,31.482084,74.446979,600.0,highway,3,105,1818,9.43,2.16,poor,none,poor,0,5,2,6,3.75,0.3657,0.525,46.2,risky
SEG-0301,Bedian Road,outskirts_link,2,31.479445,74.447639,31.474168,74.448958,31.476807,74.448298,600.0,highway,2,90,1284,10.01,1.77,poor,none,moderate,0,6,1,3,4.34,0.3804,0.5865,48.4,risky
SEG-0302,Bedian Road,outskirts_link,3,31.47,74.45,31.468957,74.450522,31.469478,74.450261,126.1,highway,3,75,1835,10.71,3.12,poor,moderate,moderate,0,5,2,4,4.19,0.3767,0.534,47.3,risky
SEG-0303,Bedian Road,outskirts_link,4,31.468957,74.450522,31.463993,74.453003,31.466475,74.451762,600.0,highway,4,80,2163,7.2,2.14,poor,none,moderate,0,2,2,7,3.02,0.4562,0.6233,60.3,moderate
SEG-0304,Bedian Road,outskirts_link,5,31.463993,74.453003,31.45903,74.455485,31.461512,74.454244,600.0,highway,4,100,1702,12.1,2.36,poor,moderate,good,0,5,1,4,3.93,0.3531,0.6168,40.6,risky
SEG-0305,Bedian Road,outskirts_link,6,31.45903,74.455485,31.454067,74.457967,31.456548,74.456726,600.0,highway,3,100,2158,5.75,3.08,poor,none,moderate,0,2,1,5,3.02,0.5422,0.7205,61.3,moderate
SEG-0306,Barki Road,outskirts_link,0,31.53,74.42,31.525894,74.424106,31.527947,74.422053,600.0,highway,4,70,511,5.3,2.69,poor,none,poor,0,2,1,2,3.19,0.4762,0.7487,57.8,moderate
SEG-0307,Barki Road,outskirts_link,1,31.525894,74.424106,31.521787,74.428213,31.52384,74.42616,600.0,highway,4,65,594,6.01,2.2,good,none,moderate,0,2,0,7,2.78,0.6323,0.7805,71.5,moderate
SEG-0308,Barki Road,outskirts_link,2,31.521787,74.428213,31.517681,74.432319,31.519734,74.430266,600.0,highway,3,65,1116,6.4,2.92,moderate,none,moderate,0,2,1,0,3.85,0.595,0.7512,65.0,moderate
SEG-0309,Barki Road,outskirts_link,3,31.517681,74.432319,31.513574,74.436426,31.515628,74.434372,600.0,highway,4,80,1513,6.22,2.3,poor,none,poor,0,2,0,5,3.51,0.4346,0.7808,55.6,moderate
SEG-0310,Barki Road,outskirts_link,4,31.51,74.44,31.509646,74.440707,31.509823,74.440354,77.7,highway,4,75,342,6.71,2.89,poor,none,moderate,0,2,1,6,3.57,0.5123,0.6929,57.6,moderate
SEG-0311,Barki Road,outskirts_link,5,31.509646,74.440707,31.506917,74.446166,31.508282,74.443437,600.0,highway,2,60,582,9.83,1.95,poor,none,good,0,1,0,4,2.98,0.4451,0.837,56.6,moderate
SEG-0312,Barki Road,outskirts_link,6,31.506917,74.446166,31.504187,74.451626,31.505552,74.448896,600.0,highway,2,60,592,5.31,2.23,good,none,poor,0,3,1,1,3.18,0.5973,0.731,69.1,moderate
SEG-0313,Barki Road,outskirts_link,7,31.504187,74.451626,31.501457,74.457085,31.502822,74.454355,600.0,highway,4,85,350,3.17,2.82,poor,none,moderate,0,1,1,6,3.04,0.5743,0.738,65.7,moderate
SEG-0314,Raiwind Road (far outer),outskirts_link,0,31.3,74.2,31.294723,74.198681,31.297362,74.19934,600.0,highway,3,95,1469,5.56,3.01,poor,none,good,0,5,1,3,4.4,0.5914,0.6138,63.5,moderate
SEG-0315,Raiwind Road (far outer),outskirts_link,1,31.294723,74.198681,31.289446,74.197362,31.292085,74.198021,600.0,highway,3,80,1745,8.82,2.59,poor,none,good,0,3,1,8,3.59,0.504,0.6409,55.2,moderate
SEG-0316,Raiwind Road (far outer),outskirts_link,2,31.289446,74.197362,31.28417,74.196042,31.286808,74.196702,600.0,highway,3,85,1822,6.93,1.59,moderate,moderate,poor,0,4,1,8,4.16,0.3769,0.5946,50.9,moderate
SEG-0317,Raiwind Road (far outer),outskirts_link,3,31.28417,74.196042,31.278893,74.194723,31.281531,74.195383,600.0,highway,3,75,983,9.28,2.94,poor,none,good,0,3,1,4,3.56,0.5172,0.6863,60.6,moderate
SEG-0318,Raiwind Road (far outer),outskirts_link,4,31.278893,74.194723,31.273616,74.193404,31.276254,74.194064,600.0,highway,3,80,2087,11.79,2.96,moderate,none,moderate,0,2,1,7,3.32,0.4964,0.6893,66.1,moderate
SEG-0319,Raiwind Road (far outer),outskirts_link,5,31.273616,74.193404,31.268339,74.192085,31.270977,74.192744,600.0,highway,2,100,1173,9.49,1.91,poor,none,moderate,0,3,0,2,2.9,0.3989,0.8033,61.0,moderate
SEG-0320,Raiwind Road (far outer),outskirts_link,6,31.268339,74.192085,31.263062,74.190766,31.265701,74.191425,600.0,highway,2,95,2244,10.79,2.43,poor,none,poor,1,4,0,5,3.19,0.3871,0.7321,60.0,moderate
SEG-0321,Raiwind Road (far outer),outskirts_link,7,31.26,74.19,31.257785,74.189446,31.258893,74.189723,251.8,highway,2,75,2281,11.24,2.98,moderate,none,moderate,0,5,1,7,3.03,0.508,0.6105,54.5,moderate
SEG-0322,Raiwind Road (far outer),outskirts_link,8,31.257785,74.189446,31.252509,74.188127,31.255147,74.188787,600.0,highway,4,100,1555,7.62,3.22,good,none,moderate,0,4,1,9,4.26,0.6659,0.5805,60.0,moderate
SEG-0323,Raiwind Road (far outer),outskirts_link,9,31.252509,74.188127,31.247232,74.186808,31.24987,74.187468,600.0,highway,3,85,1355,6.25,1.78,poor,none,poor,0,5,1,7,3.98,0.4016,0.582,53.0,moderate
SEG-0324,Raiwind Road (far outer),outskirts_link,10,31.247232,74.186808,31.241955,74.185489,31.244594,74.186148,600.0,highway,4,65,1290,6.5,2.44,moderate,none,good,0,3,0,6,3.39,0.6131,0.7441,73.5,moderate
SEG-0325,Raiwind Road (far outer),outskirts_link,11,31.241955,74.185489,31.236678,74.18417,31.239317,74.184829,600.0,highway,2,90,1294,8.97,2.68,poor,moderate,moderate,0,5,1,5,3.35,0.3818,0.6231,49.4,risky
SEG-0326,Raiwind Road (far outer),outskirts_link,12,31.236678,74.18417,31.231402,74.18285,31.23404,74.18351,600.0,highway,4,70,1571,6.0,2.18,moderate,none,moderate,0,5,1,5,4.12,0.5563,0.6,55.4,moderate
SEG-0327,Raiwind Road (far outer),outskirts_link,13,31.231402,74.18285,31.226125,74.181531,31.228763,74.182191,600.0,highway,4,70,1875,8.55,2.83,moderate,none,poor,0,3,1,6,3.68,0.4991,0.6604,52.7,moderate
SEG-0328,Raiwind Road (far outer),outskirts_link,14,31.226125,74.181531,31.220848,74.180212,31.223487,74.180872,600.0,highway,2,70,771,7.09,2.68,poor,none,poor,0,2,0,7,3.5,0.4421,0.7589,58.3,moderate
SEG-0329,Shalimar Link Road,outskirts_link,0,31.575,74.345,31.577731,74.350462,31.576366,74.347731,600.0,highway,2,95,924,8.95,2.5,poor,none,moderate,0,5,0,7,2.89,0.4459,0.6897,48.0,risky
SEG-0330,Shalimar Link Road,outskirts_link,1,31.58,74.355,31.580462,74.355925,31.580231,74.355462,101.6,highway,2,90,1925,7.29,2.12,moderate,moderate,poor,1,2,1,2,3.16,0.4333,0.7496,55.8,moderate
SEG-0331,Shalimar Link Road,outskirts_link,2,31.580462,74.355925,31.583194,74.361388,31.581828,74.358656,600.0,highway,4,90,1255,7.04,1.82,moderate,none,good,0,4,1,5,3.86,0.5643,0.637,61.9,moderate
